id,article_id,owner_id,owner_kind,article_code,clause_no,point,text,rule_type,priority,normalized_text
rule_article_377_clause_3_point_b,article_377,article_377_clause_3_point_b,Point,377,3,b,"Làm người bị giam, giữ trái pháp luật tổn hại về sức khỏe với tỷ lệ tổn thương cơ thể 61% trở lên hoặc chết;",condition_or_rule,15,lam nguoi bi giam giu trai phap luat ton hai ve suc khoe voi ty le ton thuong co the 61 tro len hoac chet
rule_article_377_clause_3_point_c,article_377,article_377_clause_3_point_c,Point,377,3,c,"Làm người bị giam, giữ tự sát;",condition_or_rule,16,lam nguoi bi giam giu tu sat
rule_article_377_clause_3_point_d,article_377,article_377_clause_3_point_d,Point,377,3,d,"Làm gia đình người bị giam, giữ ly tán.",condition_or_rule,17,lam gia dinh nguoi bi giam giu ly tan
rule_article_378_clause_2_point_a,article_378,article_378_clause_2_point_a,Point,378,2,a,"Tha trái pháp luật người bị bắt, người đang bị tạm giữ, tạm giam, người đang chấp hành án phạt tù về tội phạm rất nghiêm trọng hoặc tội phạm đặc biệt nghiêm trọng;",condition_or_rule,5,tha trai phap luat nguoi bi bat nguoi dang bi tam giu tam giam nguoi dang chap hanh an phat tu ve toi pham rat nghiem trong hoac toi pham dac biet nghiem trong
rule_article_378_clause_2_point_b,article_378,article_378_clause_2_point_b,Point,378,2,b,"Người được tha trái pháp luật bỏ trốn hoặc có hành vi cản trở việc điều tra, truy tố, xét xử hoặc tiếp tục thực hiện tội phạm ít nghiêm trọng hoặc tội phạm nghiêm trọng;",condition_or_rule,6,nguoi duoc tha trai phap luat bo tron hoac co hanh vi can tro viec dieu tra truy to xet xu hoac tiep tuc thuc hien toi pham it nghiem trong hoac toi pham nghiem trong
rule_article_378_clause_2_point_c,article_378,article_378_clause_2_point_c,Point,378,2,c,"Người được tha trái pháp luật trả thù người có thẩm quyền tiến hành tố tụng, người tham gia tố tụng;",condition_or_rule,7,nguoi duoc tha trai phap luat tra thu nguoi co tham quyen tien hanh to tung nguoi tham gia to tung
rule_article_378_clause_2_point_d,article_378,article_378_clause_2_point_d,Point,378,2,d,Tha trái pháp luật từ 02 người đến 05 người.,condition_or_rule,8,tha trai phap luat tu 02 nguoi den 05 nguoi
rule_article_378_clause_3_point_a,article_378,article_378_clause_3_point_a,Point,378,3,a,Tha trái pháp luật 06 người trở lên;,condition_or_rule,9,tha trai phap luat 06 nguoi tro len
rule_article_378_clause_3_point_b,article_378,article_378_clause_3_point_b,Point,378,3,b,Người được tha trái pháp luật thực hiện tội phạm rất nghiêm trọng hoặc tội phạm đặc biệt nghiêm trọng.,condition_or_rule,10,nguoi duoc tha trai phap luat thuc hien toi pham rat nghiem trong hoac toi pham dac biet nghiem trong
rule_article_379_clause_1_point_a,article_379,article_379_clause_1_point_a,Point,379,1,a,Đã bị xử lý kỷ luật về hành vi này mà còn vi phạm;,condition_or_rule,5,da bi xu ly ky luat ve hanh vi nay ma con vi pham
rule_article_379_clause_1_point_b,article_379,article_379_clause_1_point_b,Point,379,1,b,"Dẫn đến người bị kết án, người phải chấp hành án bỏ trốn;",condition_or_rule,6,dan den nguoi bi ket an nguoi phai chap hanh an bo tron
rule_article_379_clause_1_point_c,article_379,article_379_clause_1_point_c,Point,379,1,c,Dẫn đến hết thời hiệu thi hành án;,condition_or_rule,7,dan den het thoi hieu thi hanh an
rule_article_379_clause_1_point_d,article_379,article_379_clause_1_point_d,Point,379,1,d,"Dẫn đến người bị kết án, người phải chấp hành án, người có nghĩa vụ thi hành án tẩu tán tài sản và không thi hành được nghĩa vụ thi hành án với số tiền từ 50.000.000 đồng đến dưới 200.000.000 đồng.",condition_or_rule,8,dan den nguoi bi ket an nguoi phai chap hanh an nguoi co nghia vu thi hanh an tau tan tai san va khong thi hanh duoc nghia vu thi hanh an voi so tien tu 50 000 000 dong den duoi 200 000 000 dong
rule_article_379_clause_2_point_a,article_379,article_379_clause_2_point_a,Point,379,2,a,Phạm tội 02 lần trở lên;,condition_or_rule,9,pham toi 02 lan tro len
rule_article_379_clause_2_point_b,article_379,article_379_clause_2_point_b,Point,379,2,b,"Dẫn đến người bị kết án, người phải chấp hành án tiếp tục thực hiện tội phạm ít nghiêm trọng hoặc tội phạm nghiêm trọng;",condition_or_rule,10,dan den nguoi bi ket an nguoi phai chap hanh an tiep tuc thuc hien toi pham it nghiem trong hoac toi pham nghiem trong
rule_article_379_clause_2_point_c,article_379,article_379_clause_2_point_c,Point,379,2,c,"Dẫn đến người bị kết án, người phải thi hành án, người có nghĩa vụ thi hành án tẩu tán tài sản và không thi hành được nghĩa vụ thi hành án với số tiền từ 200.000.000 đồng đến dưới 1.000.000.000 đồng.",condition_or_rule,11,dan den nguoi bi ket an nguoi phai thi hanh an nguoi co nghia vu thi hanh an tau tan tai san va khong thi hanh duoc nghia vu thi hanh an voi so tien tu 200 000 000 dong den duoi 1 000 000 000 dong
rule_article_379_clause_3_point_a,article_379,article_379_clause_3_point_a,Point,379,3,a,"Dẫn đến người bị kết án, người phải chấp hành án tiếp tục thực hiện tội phạm rất nghiêm trọng hoặc tội phạm đặc biệt nghiêm trọng;",condition_or_rule,12,dan den nguoi bi ket an nguoi phai chap hanh an tiep tuc thuc hien toi pham rat nghiem trong hoac toi pham dac biet nghiem trong
rule_article_379_clause_3_point_b,article_379,article_379_clause_3_point_b,Point,379,3,b,"Dẫn đến người bị kết án, người phải thi hành án, người có nghĩa vụ thi hành án tẩu tán tài sản và không thi hành được nghĩa vụ thi hành án với số tiền 1.000.000.000 đồng trở lên.",condition_or_rule,13,dan den nguoi bi ket an nguoi phai thi hanh an nguoi co nghia vu thi hanh an tau tan tai san va khong thi hanh duoc nghia vu thi hanh an voi so tien 1 000 000 000 dong tro len
rule_article_380_clause_2_point_a,article_380,article_380_clause_2_point_a,Point,380,2,a,Chống lại chấp hành viên hoặc người đang thi hành công vụ;,condition_or_rule,4,chong lai chap hanh vien hoac nguoi dang thi hanh cong vu
rule_article_380_clause_2_point_b,article_380,article_380_clause_2_point_b,Point,380,2,b,"Dùng thủ đoạn tinh vi, xảo quyệt;",condition_or_rule,5,dung thu doan tinh vi xao quyet
rule_article_380_clause_2_point_c,article_380,article_380_clause_2_point_c,Point,380,2,c,Tẩu tán tài sản.,condition_or_rule,6,tau tan tai san
rule_article_381_clause_1_point_a,article_381,article_381_clause_1_point_a,Point,381,1,a,"Dẫn đến người bị kết án, người phải chấp hành án bỏ trốn;",condition_or_rule,4,dan den nguoi bi ket an nguoi phai chap hanh an bo tron
rule_article_381_clause_1_point_b,article_381,article_381_clause_1_point_b,Point,381,1,b,Dẫn đến hết thời hiệu thi hành án;,condition_or_rule,5,dan den het thoi hieu thi hanh an
rule_article_381_clause_1_point_c,article_381,article_381_clause_1_point_c,Point,381,1,c,"Dẫn đến người bị kết án, người phải chấp hành án, người có nghĩa vụ thi hành án tẩu tán tài sản và không thi hành được nghĩa vụ thi hành án với số tiền từ 50.000.000 đồng đến dưới 200.000.000 đồng;",condition_or_rule,6,dan den nguoi bi ket an nguoi phai chap hanh an nguoi co nghia vu thi hanh an tau tan tai san va khong thi hanh duoc nghia vu thi hanh an voi so tien tu 50 000 000 dong den duoi 200 000 000 dong
rule_article_381_clause_1_point_d,article_381,article_381_clause_1_point_d,Point,381,1,d,Gây thiệt hại từ 50.000.000 đồng đến dưới 200.000.000 đồng.,condition_or_rule,7,gay thiet hai tu 50 000 000 dong den duoi 200 000 000 dong
rule_article_381_clause_2_point_a,article_381,article_381_clause_2_point_a,Point,381,2,a,Phạm tội 02 lần trở lên;,condition_or_rule,8,pham toi 02 lan tro len
rule_article_381_clause_2_point_b,article_381,article_381_clause_2_point_b,Point,381,2,b,"Dẫn đến người bị kết án, người phải chấp hành án tiếp tục thực hiện tội phạm;",condition_or_rule,9,dan den nguoi bi ket an nguoi phai chap hanh an tiep tuc thuc hien toi pham
rule_article_381_clause_2_point_c,article_381,article_381_clause_2_point_c,Point,381,2,c,"Dẫn đến người bị kết án, người phải thi hành án, người có nghĩa vụ thi hành án tẩu tán tài sản và không thi hành được nghĩa vụ thi hành án với số tiền 200.000.000 đồng trở lên;",condition_or_rule,10,dan den nguoi bi ket an nguoi phai thi hanh an nguoi co nghia vu thi hanh an tau tan tai san va khong thi hanh duoc nghia vu thi hanh an voi so tien 200 000 000 dong tro len
rule_article_381_clause_2_point_d,article_381,article_381_clause_2_point_d,Point,381,2,d,Gây thiệt hại 200.000.000 đồng trở lên.,condition_or_rule,11,gay thiet hai 200 000 000 dong tro len
rule_article_382_clause_2_point_a,article_382,article_382_clause_2_point_a,Point,382,2,a,Có tổ chức;,condition_or_rule,5,co to chuc
rule_article_382_clause_2_point_b,article_382,article_382_clause_2_point_b,Point,382,2,b,"Dẫn đến việc giải quyết vụ án, vụ việc bị sai lệch.",condition_or_rule,6,dan den viec giai quyet vu an vu viec bi sai lech
rule_article_382_clause_3_point_a,article_382,article_382_clause_3_point_a,Point,382,3,a,Phạm tội 02 lần trở lên;,condition_or_rule,7,pham toi 02 lan tro len
rule_article_382_clause_3_point_b,article_382,article_382_clause_3_point_b,Point,382,3,b,Dẫn đến việc kết án oan người vô tội hoặc bỏ lọt tội phạm hoặc người phạm tội.,condition_or_rule,8,dan den viec ket an oan nguoi vo toi hoac bo lot toi pham hoac nguoi pham toi
rule_article_384_clause_2_point_a,article_384,article_384_clause_2_point_a,Point,384,2,a,"Dùng vũ lực, đe dọa dùng vũ lực hoặc dùng thủ đoạn nguy hiểm khác;",condition_or_rule,3,dung vu luc de doa dung vu luc hoac dung thu doan nguy hiem khac
rule_article_384_clause_2_point_b,article_384,article_384_clause_2_point_b,Point,384,2,b,"Lợi dụng chức vụ, quyền hạn;",condition_or_rule,4,loi dung chuc vu quyen han
rule_article_384_clause_2_point_c,article_384,article_384_clause_2_point_c,Point,384,2,c,"Dẫn đến việc giải quyết vụ án, vụ việc bị sai lệch.",condition_or_rule,5,dan den viec giai quyet vu an vu viec bi sai lech
rule_article_385_clause_1_point_a,article_385,article_385_clause_1_point_a,Point,385,1,a,"Phá hủy niêm phong, giải tỏa việc phong tỏa tài khoản mà không có quyết định của người có thẩm quyền;",condition_or_rule,4,pha huy niem phong giai toa viec phong toa tai khoan ma khong co quyet dinh cua nguoi co tham quyen
rule_article_385_clause_1_point_b,article_385,article_385_clause_1_point_b,Point,385,1,b,"Tiêu dùng, chuyển nhượng, đánh tráo, cất giấu hoặc hủy hoại tài sản bị kê biên.",condition_or_rule,5,tieu dung chuyen nhuong danh trao cat giau hoac huy hoai tai san bi ke bien
rule_article_385_clause_2_point_a,article_385,article_385_clause_2_point_a,Point,385,2,a,"Dẫn đến việc giải quyết vụ án, vụ việc bị sai lệch;",condition_or_rule,6,dan den viec giai quyet vu an vu viec bi sai lech
rule_article_385_clause_2_point_b,article_385,article_385_clause_2_point_b,Point,385,2,b,"Dẫn đến bị can, bị cáo, người bị kết án, người phải thi hành án, người có nghĩa vụ thi hành án tẩu tán tài sản và không thi hành được nghĩa vụ thi hành án với số tiền 100.000.000 đồng trở lên.",condition_or_rule,7,dan den bi can bi cao nguoi bi ket an nguoi phai thi hanh an nguoi co nghia vu thi hanh an tau tan tai san va khong thi hanh duoc nghia vu thi hanh an voi so tien 100 000 000 dong tro len
rule_article_386_clause_2_point_a,article_386,article_386_clause_2_point_a,Point,386,2,a,Có tổ chức;,condition_or_rule,3,co to chuc
rule_article_386_clause_2_point_b,article_386,article_386_clause_2_point_b,Point,386,2,b,Dùng vũ lực đối với người canh gác hoặc người áp giải.,condition_or_rule,4,dung vu luc doi voi nguoi canh gac hoac nguoi ap giai
rule_article_387_clause_2_point_a,article_387,article_387_clause_2_point_a,Point,387,2,a,Có tổ chức;,condition_or_rule,4,co to chuc
rule_article_387_clause_2_point_b,article_387,article_387_clause_2_point_b,Point,387,2,b,"Lợi dụng chức vụ, quyền hạn;",condition_or_rule,5,loi dung chuc vu quyen han
rule_article_387_clause_2_point_c,article_387,article_387_clause_2_point_c,Point,387,2,c,Dùng vũ lực đối với người canh gác hoặc người áp giải;,condition_or_rule,6,dung vu luc doi voi nguoi canh gac hoac nguoi ap giai
rule_article_387_clause_2_point_d,article_387,article_387_clause_2_point_d,Point,387,2,d,Đánh tháo người bị kết án về tội xâm phạm an ninh quốc gia hoặc người bị kết án tử hình.,condition_or_rule,7,danh thao nguoi bi ket an ve toi xam pham an ninh quoc gia hoac nguoi bi ket an tu hinh
rule_article_388_clause_1_point_a,article_388,article_388_clause_1_point_a,Point,388,1,a,Gây rối hoặc chống lại mệnh lệnh của người có thẩm quyền trong quản lý giam giữ;,condition_or_rule,4,gay roi hoac chong lai menh lenh cua nguoi co tham quyen trong quan ly giam giu
rule_article_388_clause_1_point_b,article_388,article_388_clause_1_point_b,Point,388,1,b,"Không có trách nhiệm mà đưa vào, tàng trữ, sử dụng thiết bị thông tin liên lạc cá nhân hoặc phương tiện ghi âm, ghi hình trong cơ sở giam giữ.",condition_or_rule,5,khong co trach nhiem ma dua vao tang tru su dung thiet bi thong tin lien lac ca nhan hoac phuong tien ghi am ghi hinh trong co so giam giu
rule_article_388_clause_2_point_a,article_388,article_388_clause_2_point_a,Point,388,2,a,Có tổ chức;,condition_or_rule,6,co to chuc
rule_article_388_clause_2_point_b,article_388,article_388_clause_2_point_b,Point,388,2,b,"Lợi dụng chức vụ, quyền hạn;",condition_or_rule,7,loi dung chuc vu quyen han
rule_article_388_clause_2_point_c,article_388,article_388_clause_2_point_c,Point,388,2,c,"Dùng thủ đoạn tinh vi, xảo quyệt;",condition_or_rule,8,dung thu doan tinh vi xao quyet
rule_article_388_clause_2_point_d,article_388,article_388_clause_2_point_d,Point,388,2,d,Tái phạm nguy hiểm.,condition_or_rule,9,tai pham nguy hiem
rule_article_389_clause_1_point_a,article_389,article_389_clause_1_point_a,Point,389,1,a,"Các điều 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120 và 121;",condition_or_rule,4,cac dieu 108 109 110 111 112 113 114 115 116 117 118 119 120 va 121
rule_article_389_clause_1_point_b,article_389,article_389_clause_1_point_b,Point,389,1,b,"Điều 123, các khoản 2, 3 và 4 Điều 141, Điều 142, Điều 144, khoản 2 và khoản 3 Điều 146, các khoản 1, 2 và 3 Điều 150, các điều 151, 152, 153 và 154;",condition_or_rule,5,dieu 123 cac khoan 2 3 va 4 dieu 141 dieu 142 dieu 144 khoan 2 va khoan 3 dieu 146 cac khoan 1 2 va 3 dieu 150 cac dieu 151 152 153 va 154
rule_article_389_clause_1_point_c,article_389,article_389_clause_1_point_c,Point,389,1,c,"Điều 168, Điều 169, các khoản 2, 3 và 4 Điều 173, các khoản 2, 3 và 4 Điều 174, các khoản 2, 3 và 4 Điều 175, các khoản 2, 3 và 4 Điều 178;",condition_or_rule,6,dieu 168 dieu 169 cac khoan 2 3 va 4 dieu 173 cac khoan 2 3 va 4 dieu 174 cac khoan 2 3 va 4 dieu 175 cac khoan 2 3 va 4 dieu 178
rule_article_389_clause_1_point_d,article_389,article_389_clause_1_point_d,Point,389,1,d,"Khoản 3 và khoản 4 Điều 188, khoản 3 Điều 189, khoản 2 và khoản 3 Điều 190, khoản 2 và khoản 3 Điều 191, khoản 2 và khoản 3 Điều 192, các khoản 1, 2, 3 và 4 Điều 193, các khoản 1, 2, 3 và 4 Điều 194, các khoản 2, 3 và 4 Điều 195, khoản 2 và khoản 3 Điều 196, khoản 3 Điều 205, các khoản 2, 3 và 4 Điều 206, Điều 207, Điều 208, khoản 2 và khoản 3 Điều 219, khoản 2 và khoản 3 Điều 220, khoản 2 và khoản 3 Điều 221, khoản 2 và khoản 3 Điều 222, khoản 2 và khoản 3 Điều 223, khoản 2 và khoản 3 Điều 224;",condition_or_rule,7,khoan 3 va khoan 4 dieu 188 khoan 3 dieu 189 khoan 2 va khoan 3 dieu 190 khoan 2 va khoan 3 dieu 191 khoan 2 va khoan 3 dieu 192 cac khoan 1 2 3 va 4 dieu 193 cac khoan 1 2 3 va 4 dieu 194 cac khoan 2 3 va 4 dieu 195 khoan 2 va khoan 3 dieu 196 khoan 3 dieu 205 cac khoan 2 3 va 4 dieu 206 dieu 207 dieu 208 khoan 2 va khoan 3 dieu 219 khoan 2 va khoan 3 dieu 220 khoan 2 va khoan 3 dieu 221 khoan 2 va khoan 3 dieu 222 khoan 2 va khoan 3 dieu 223 khoan 2 va khoan 3 dieu 224
rule_article_389_clause_1_point_d,article_389,article_389_clause_1_point_d,Point,389,1,đ,Khoản 2 và khoản 3 Điều 243;,condition_or_rule,8,khoan 2 va khoan 3 dieu 243
rule_article_389_clause_1_point_e,article_389,article_389_clause_1_point_e,Point,389,1,e,"Các điều 248, 249, 250, 251, 252 và 253, khoản 2 Điều 254, các điều 255, 256, 257 và 258, khoản 2 Điều 259;",condition_or_rule,9,cac dieu 248 249 250 251 252 va 253 khoan 2 dieu 254 cac dieu 255 256 257 va 258 khoan 2 dieu 259
rule_article_389_clause_1_point_g,article_389,article_389_clause_1_point_g,Point,389,1,g,"Các khoản 2, 3 và 4 Điều 265, các điều 282, 299, 301, 302, 303 và 304, các khoản 2, 3 và 4 Điều 305, các khoản 2, 3 và 4 Điều 309, các khoản 2, 3 và 4 Điều 311, khoản 2 và khoản 3 Điều 329;",condition_or_rule,10,cac khoan 2 3 va 4 dieu 265 cac dieu 282 299 301 302 303 va 304 cac khoan 2 3 va 4 dieu 305 cac khoan 2 3 va 4 dieu 309 cac khoan 2 3 va 4 dieu 311 khoan 2 va khoan 3 dieu 329
rule_article_389_clause_1_point_h,article_389,article_389_clause_1_point_h,Point,389,1,h,"Các khoản 2, 3 và 4 Điều 353, các khoản 2, 3 và 4 Điều 354, các khoản 2, 3 và 4 Điều 355, khoản 2 và khoản 3 Điều 356, các khoản 2, 3 và 4 Điều 357, các khoản 2, 3 và 4 Điều 358, các khoản 2, 3 và 4 Điều 359, các khoản 2, 3 và 4 Điều 364, các khoản 2, 3 và 4 Điều 365;",condition_or_rule,11,cac khoan 2 3 va 4 dieu 353 cac khoan 2 3 va 4 dieu 354 cac khoan 2 3 va 4 dieu 355 khoan 2 va khoan 3 dieu 356 cac khoan 2 3 va 4 dieu 357 cac khoan 2 3 va 4 dieu 358 cac khoan 2 3 va 4 dieu 359 cac khoan 2 3 va 4 dieu 364 cac khoan 2 3 va 4 dieu 365
rule_article_389_clause_1_point_i,article_389,article_389_clause_1_point_i,Point,389,1,i,"Khoản 3 và khoản 4 Điều 373, khoản 3 và khoản 4 Điều 374, khoản 2 Điều 386;",condition_or_rule,12,khoan 3 va khoan 4 dieu 373 khoan 3 va khoan 4 dieu 374 khoan 2 dieu 386
rule_article_389_clause_1_point_k,article_389,article_389_clause_1_point_k,Point,389,1,k,"Các điều 421, 422, 423, 424 và",condition_or_rule,13,cac dieu 421 422 423 424 va
rule_article_391_clause_2_point_a,article_391,article_391_clause_2_point_a,Point,391,2,a,"Dẫn đến phải dừng phiên tòa, phiên họp;",condition_or_rule,3,dan den phai dung phien toa phien hop
rule_article_391_clause_2_point_b,article_391,article_391_clause_2_point_b,Point,391,2,b,"Hành hung Thẩm phán, Hội thẩm, người có thẩm quyền tiến hành tố tụng khác, nếu không thuộc trường hợp quy định tại Điều 134 của Bộ luật này.",condition_or_rule,4,hanh hung tham phan hoi tham nguoi co tham quyen tien hanh to tung khac neu khong thuoc truong hop quy dinh tai dieu 134 cua bo luat nay
rule_article_393_clause_2_point_a,article_393,article_393_clause_2_point_a,Point,393,2,a,Trong chiến đấu;,condition_or_rule,4,trong chien dau
rule_article_393_clause_2_point_b,article_393,article_393_clause_2_point_b,Point,393,2,b,Trong khu vực có chiến sự;,condition_or_rule,5,trong khu vuc co chien su
rule_article_393_clause_2_point_c,article_393,article_393_clause_2_point_c,Point,393,2,c,"Trong thực hiện nhiệm vụ cứu hộ, cứu nạn;",condition_or_rule,6,trong thuc hien nhiem vu cuu ho cuu nan
rule_article_393_clause_2_point_d,article_393,article_393_clause_2_point_d,Point,393,2,d,Trong tình trạng khẩn cấp;,condition_or_rule,7,trong tinh trang khan cap
rule_article_393_clause_2_point_d,article_393,article_393_clause_2_point_d,Point,393,2,đ,Gây hậu quả rất nghiêm trọng.,condition_or_rule,8,gay hau qua rat nghiem trong
rule_article_394_clause_2_point_a,article_394,article_394_clause_2_point_a,Point,394,2,a,Là chỉ huy hoặc sĩ quan;,definition_or_list,5,la chi huy hoac si quan
rule_article_394_clause_2_point_b,article_394,article_394_clause_2_point_b,Point,394,2,b,Lôi kéo người khác phạm tội;,condition_or_rule,6,loi keo nguoi khac pham toi
rule_article_394_clause_2_point_c,article_394,article_394_clause_2_point_c,Point,394,2,c,Dùng vũ lực;,condition_or_rule,7,dung vu luc
rule_article_394_clause_2_point_d,article_394,article_394_clause_2_point_d,Point,394,2,d,Gây hậu quả nghiêm trọng.,condition_or_rule,8,gay hau qua nghiem trong
rule_article_394_clause_3_point_a,article_394,article_394_clause_3_point_a,Point,394,3,a,Trong chiến đấu;,condition_or_rule,9,trong chien dau
rule_article_394_clause_3_point_b,article_394,article_394_clause_3_point_b,Point,394,3,b,Trong khu vực có chiến sự;,condition_or_rule,10,trong khu vuc co chien su
rule_article_394_clause_3_point_c,article_394,article_394_clause_3_point_c,Point,394,3,c,"Trong thực hiện nhiệm vụ cứu hộ, cứu nạn;",condition_or_rule,11,trong thuc hien nhiem vu cuu ho cuu nan
rule_article_394_clause_3_point_d,article_394,article_394_clause_3_point_d,Point,394,3,d,Trong tình trạng khẩn cấp;,condition_or_rule,12,trong tinh trang khan cap
rule_article_394_clause_3_point_d,article_394,article_394_clause_3_point_d,Point,394,3,đ,Gây hậu quả rất nghiêm trọng.,condition_or_rule,13,gay hau qua rat nghiem trong
rule_article_395_clause_2_point_a,article_395,article_395_clause_2_point_a,Point,395,2,a,Trong chiến đấu;,condition_or_rule,3,trong chien dau
rule_article_395_clause_2_point_b,article_395,article_395_clause_2_point_b,Point,395,2,b,Trong khu vực có chiến sự;,condition_or_rule,4,trong khu vuc co chien su
rule_article_395_clause_2_point_c,article_395,article_395_clause_2_point_c,Point,395,2,c,"Trong thực hiện nhiệm vụ cứu hộ, cứu nạn;",condition_or_rule,5,trong thuc hien nhiem vu cuu ho cuu nan
rule_article_395_clause_2_point_d,article_395,article_395_clause_2_point_d,Point,395,2,d,Trong tình trạng khẩn cấp;,condition_or_rule,6,trong tinh trang khan cap
rule_article_395_clause_2_point_d,article_395,article_395_clause_2_point_d,Point,395,2,đ,Gây hậu quả rất nghiêm trọng hoặc đặc biệt nghiêm trọng.,condition_or_rule,7,gay hau qua rat nghiem trong hoac dac biet nghiem trong
rule_article_396_clause_2_point_a,article_396,article_396_clause_2_point_a,Point,396,2,a,Là chỉ huy hoặc sĩ quan;,definition_or_list,4,la chi huy hoac si quan
rule_article_396_clause_2_point_b,article_396,article_396_clause_2_point_b,Point,396,2,b,Lôi kéo người khác phạm tội;,condition_or_rule,5,loi keo nguoi khac pham toi
rule_article_396_clause_2_point_c,article_396,article_396_clause_2_point_c,Point,396,2,c,Dùng vũ lực;,condition_or_rule,6,dung vu luc
rule_article_396_clause_2_point_d,article_396,article_396_clause_2_point_d,Point,396,2,d,Gây hậu quả nghiêm trọng hoặc rất nghiêm trọng.,condition_or_rule,7,gay hau qua nghiem trong hoac rat nghiem trong
rule_article_396_clause_3_point_a,article_396,article_396_clause_3_point_a,Point,396,3,a,Trong chiến đấu;,condition_or_rule,8,trong chien dau
rule_article_396_clause_3_point_b,article_396,article_396_clause_3_point_b,Point,396,3,b,Trong khu vực có chiến sự;,condition_or_rule,9,trong khu vuc co chien su
rule_article_396_clause_3_point_c,article_396,article_396_clause_3_point_c,Point,396,3,c,"Trong thực hiện nhiệm vụ cứu hộ, cứu nạn;",condition_or_rule,10,trong thuc hien nhiem vu cuu ho cuu nan
rule_article_396_clause_3_point_d,article_396,article_396_clause_3_point_d,Point,396,3,d,Trong tình trạng khẩn cấp;,condition_or_rule,11,trong tinh trang khan cap
rule_article_396_clause_3_point_d,article_396,article_396_clause_3_point_d,Point,396,3,đ,Gây hậu quả đặc biệt nghiêm trọng.,condition_or_rule,12,gay hau qua dac biet nghiem trong
rule_article_397_clause_2_point_a,article_397,article_397_clause_2_point_a,Point,397,2,a,Là chỉ huy hoặc sỹ quan;,definition_or_list,3,la chi huy hoac sy quan
rule_article_397_clause_2_point_b,article_397,article_397_clause_2_point_b,Point,397,2,b,Đối với chỉ huy hoặc cấp trên;,condition_or_rule,4,doi voi chi huy hoac cap tren
rule_article_397_clause_2_point_c,article_397,article_397_clause_2_point_c,Point,397,2,c,Vì lý do công vụ của nạn nhân;,condition_or_rule,5,vi ly do cong vu cua nan nhan
rule_article_397_clause_2_point_d,article_397,article_397_clause_2_point_d,Point,397,2,d,Trong khu vực có chiến sự;,condition_or_rule,6,trong khu vuc co chien su
rule_article_397_clause_2_point_d,article_397,article_397_clause_2_point_d,Point,397,2,đ,Phạm tội 02 lần trở lên;,condition_or_rule,7,pham toi 02 lan tro len
rule_article_397_clause_2_point_e,article_397,article_397_clause_2_point_e,Point,397,2,e,Đối với 02 người trở lên;,condition_or_rule,8,doi voi 02 nguoi tro len
rule_article_397_clause_2_point_g,article_397,article_397_clause_2_point_g,Point,397,2,g,Gây rối loạn tâm thần và hành vi của nạn nhân mà tỷ lệ tổn thương cơ thể 61% trở lên;,condition_or_rule,9,gay roi loan tam than va hanh vi cua nan nhan ma ty le ton thuong co the 61 tro len
rule_article_397_clause_2_point_h,article_397,article_397_clause_2_point_h,Point,397,2,h,Làm nạn nhân tự sát.,condition_or_rule,10,lam nan nhan tu sat
rule_article_398_clause_2_point_a,article_398,article_398_clause_2_point_a,Point,398,2,a,Là chỉ huy hoặc sỹ quan;,definition_or_list,3,la chi huy hoac sy quan
rule_article_398_clause_2_point_b,article_398,article_398_clause_2_point_b,Point,398,2,b,Đối với chỉ huy hoặc cấp trên;,condition_or_rule,4,doi voi chi huy hoac cap tren
rule_article_398_clause_2_point_c,article_398,article_398_clause_2_point_c,Point,398,2,c,Vì lý do công vụ của nạn nhân;,condition_or_rule,5,vi ly do cong vu cua nan nhan
rule_article_398_clause_2_point_d,article_398,article_398_clause_2_point_d,Point,398,2,d,Trong khu vực có chiến sự;,condition_or_rule,6,trong khu vuc co chien su
rule_article_398_clause_2_point_d,article_398,article_398_clause_2_point_d,Point,398,2,đ,"Gây hậu quả nghiêm trọng, rất nghiêm trọng hoặc đặc biệt nghiêm trọng.",condition_or_rule,7,gay hau qua nghiem trong rat nghiem trong hoac dac biet nghiem trong
rule_article_399_clause_2_point_a,article_399,article_399_clause_2_point_a,Point,399,2,a,Là chỉ huy hoặc sĩ quan;,definition_or_list,4,la chi huy hoac si quan
rule_article_399_clause_2_point_b,article_399,article_399_clause_2_point_b,Point,399,2,b,"Giao nộp cho địch vũ khí, phương tiện kỹ thuật quân sự;",condition_or_rule,5,giao nop cho dich vu khi phuong tien ky thuat quan su
rule_article_399_clause_2_point_c,article_399,article_399_clause_2_point_c,Point,399,2,c,Giao nộp tài liệu quan trọng hoặc khai báo bí mật công tác quân sự;,condition_or_rule,6,giao nop tai lieu quan trong hoac khai bao bi mat cong tac quan su
rule_article_399_clause_2_point_d,article_399,article_399_clause_2_point_d,Point,399,2,d,Lôi kéo người khác phạm tội;,condition_or_rule,7,loi keo nguoi khac pham toi
rule_article_399_clause_2_point_d,article_399,article_399_clause_2_point_d,Point,399,2,đ,Gây hậu quả nghiêm trọng hoặc rất nghiêm trọng.,condition_or_rule,8,gay hau qua nghiem trong hoac rat nghiem trong
